,Product Name,Product Code,Regular Price,Happy Price,Discount,Page Link,Image Link,Category
0,Конфигурација  INTEL BASIC,Шифра: 52786,"13,999 Ден.","11,999 Ден.",-14%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-basic-52786,https://setec.mk/image/cache/catalog/Product/52786_0-228x228.jpg,Компјутери и IT Опрема
1,Конфигурација AMD CALISTO,Шифра: 55229,"16,999 Ден.","14,999 Ден.",-12%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-amd-calisto-55229,https://setec.mk/image/cache/catalog/Product/55229_0-228x228.jpg,Компјутери и IT Опрема
2,Конфигурација  AMD ATHLON,Шифра: 55306,"17,999 Ден.","15,999 Ден.",-11%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-amd-athlon-55306,https://setec.mk/image/cache/catalog/Product/55306_0-228x228.jpg,Компјутери и IT Опрема
3,Конфигурација  AMD STORM+,Шифра: 53583,"19,999 Ден.","15,999 Ден.",-20%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-amd-storm-53583,https://setec.mk/image/cache/catalog/Product/53583_0-228x228.jpg,Компјутери и IT Опрема
4,Конфигурација  INTEL GAMER GALAXY,Шифра: 52504,"18,999 Ден.","16,829 Ден.",-11%,https://setec.mk/компјутери-и-it-опрема/конфигурации?product_id=52504,https://setec.mk/image/cache/catalog/Product/52504_0-228x228.jpg,Компјутери и IT Опрема
5,Конфигурација  AMD STORM+,Шифра: 54069,"19,999 Ден.","16,999 Ден.",-15%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-amd-storm-54069,https://setec.mk/image/cache/catalog/Product/54069_0-228x228.jpg,Компјутери и IT Опрема
6,Конфигурација  INTEL GAMER GALAXY+,Шифра: 55392,"18,999 Ден.","17,729 Ден.",-7%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-gamer-galaxy-55392,https://setec.mk/image/cache/catalog/Product/55392_0-228x228.jpg,Компјутери и IT Опрема
7,Конфигурација  INTEL GAMER GALAXY PRO,Шифра: 57276,"19,999 Ден.","18,809 Ден.",-6%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-gamer-galaxy-pro-57276,https://setec.mk/image/cache/catalog/Product/57276_0-228x228.jpg,Компјутери и IT Опрема
8,Конфигурација  INTEL GAMER,Шифра: 57474,"22,999 Ден.","21,669 Ден.",-6%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-gamer-57474,https://setec.mk/image/cache/catalog/Product/57474_0-228x228.jpg,Компјутери и IT Опрема
9,ASUS PC ExpertCenter D5 Tower D500TC-3101051770,Шифра: 53223,"27,999 Ден.","21,999 Ден.",-21%,https://setec.mk/компјутери-и-it-опрема/конфигурации/asus-pc-expertcenter-d5-tower-d500tc-3101051770-53223,https://setec.mk/image/cache/catalog/Product/53223_0-228x228.jpg,Компјутери и IT Опрема
10,Конфигурација  INTEL GALAXY EXTREME,Шифра: 56542,"23,999 Ден.","22,659 Ден.",-6%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-galaxy-extreme-56542,https://setec.mk/image/cache/catalog/Product/56542_0-228x228.jpg,Компјутери и IT Опрема
11,"ASUS All-In-One V222GAK-BA023M  21.5""",Шифра: 52807,"27,999 Ден.","22,769 Ден.",-19%,https://setec.mk/компјутери-и-it-опрема/конфигурации/asus-all-in-one-v222gak-ba023m-215-52807,https://setec.mk/image/cache/catalog/Product/52807_0-228x228.jpg,Компјутери и IT Опрема
12,Конфигурација  INTEL GAMER CENTURION,Шифра: 56540,"24,999 Ден.","23,399 Ден.",-6%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-gamer-centurion-56540,https://setec.mk/image/cache/catalog/Product/56540_0-228x228.jpg,Компјутери и IT Опрема
13,Конфигурација  INTEL GAMER CENTURION,Шифра: 58273,"24,999 Ден.","23,639 Ден.",-5%,https://setec.mk/компјутери-и-it-опрема/конфигурации?product_id=58273,https://setec.mk/image/cache/catalog/Product/58273_0-228x228.jpg,Компјутери и IT Опрема
14,"ASUS All-In-One E1600WKAT-UI11B1  /  TouchScreen  15.6""",Шифра: 57113,"25,999 Ден.","23,759 Ден.",-9%,https://setec.mk/компјутери-и-it-опрема/конфигурации/asus-all-in-one-e1600wkat-ui11b1-touchscreen-156-57113,https://setec.mk/image/cache/catalog/Product/57113_0-228x228.jpg,Компјутери и IT Опрема
15,Конфигурација AMD GAMING STARTER,Шифра: 57468,"25,999 Ден.","23,879 Ден.",-8%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-amd-gaming-starter-57468,https://setec.mk/image/cache/catalog/Product/57468_0-228x228.jpg,Компјутери и IT Опрема
16,Конфигурација  INTEL GAMER ANUBIS,Шифра: 58235,"27,999 Ден.","24,879 Ден.",-11%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-gamer-anubis-58235,https://setec.mk/image/cache/catalog/Product/58235_0-228x228.jpg,Компјутери и IT Опрема
17,Конфигурација  INTEL GAMER GLADIATOR+,Шифра: 55391,"27,999 Ден.","24,999 Ден.",-11%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-gamer-gladiator-55391,https://setec.mk/image/cache/catalog/Product/55391_0-228x228.jpg,Компјутери и IT Опрема
18,Конфигурација  INTEL GAMER PRIME,Шифра: 53203,"29,999 Ден.","26,869 Ден.",-10%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-gamer-prime-53203,https://setec.mk/image/cache/catalog/Product/53203_0-228x228.jpg,Компјутери и IT Опрема
19,Конфигурација  INTEL GAMER LITE,Шифра: 58209,"29,999 Ден.","26,999 Ден.",-10%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-gamer-lite-58209,https://setec.mk/image/cache/catalog/Product/58209_0-228x228.jpg,Компјутери и IT Опрема
20,Конфигурација  INTEL GAMER OBERON,Шифра: 57352,"29,999 Ден.","27,579 Ден.",-8%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-gamer-oberon-57352,https://setec.mk/image/cache/catalog/Product/57352_0-228x228.jpg,Компјутери и IT Опрема
21,ASUS PC ExpertCenter D5  Mini tower D500MD-CZ-UI31B0X,Шифра: 56748,"29,999 Ден.","28,569 Ден.",-5%,https://setec.mk/компјутери-и-it-опрема/конфигурации/asus-pc-expertcenter-d5-mini-tower-d500md-cz-ui31b0x-56748,https://setec.mk/image/cache/catalog/Product/56748_0-228x228.jpg,Компјутери и IT Опрема
22,LENOVO ALL-IN-ONE  Ideacentre 3 24ITL6 ( Black ),Шифра: 53779,"31,999 Ден.","28,859 Ден.",-10%,https://setec.mk/компјутери-и-it-опрема/конфигурации/lenovo-all-in-one-ideacentre-3-24itl6-black-53779,https://setec.mk/image/cache/catalog/Product/53779_0-228x228.jpg,Компјутери и IT Опрема
23,Конфигурација  INTEL GAMER PORTOS,Шифра: 57350,"32,999 Ден.","29,849 Ден.",-10%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-gamer-portos-57350,https://setec.mk/image/cache/catalog/Product/57350_0-228x228.jpg,Компјутери и IT Опрема
24,HP Pavilion  GAMING Desktop PC  TG01-1010nh,Шифра: 52086,"34,999 Ден.","29,999 Ден.",-14%,https://setec.mk/компјутери-и-it-опрема/конфигурации/hp-pavilion-gaming-desktop-pc -tg01-1010nh52086,https://setec.mk/image/cache/catalog/Product/52086_0-228x228.jpg,Компјутери и IT Опрема
25,DELL Optiplex 3090 SFF,Шифра: 81357,"34,999 Ден.","30,999 Ден.",-11%,https://setec.mk/компјутери-и-it-опрема/конфигурации/dell-optiplex-3090-sff81357,https://setec.mk/image/cache/catalog/Product/81357_0-228x228.jpg,Компјутери и IT Опрема
26,ASUS PC ExpertCenter D5  Mini tower D500SD-CZ-NN51C0,Шифра: 56749,"32,999 Ден.","31,519 Ден.",-4%,https://setec.mk/компјутери-и-it-опрема/конфигурации/asus-pc-expertcenter-d5-mini-tower-d500sd-cz-nn51c0-56749,https://setec.mk/image/cache/catalog/Product/56749_0-228x228.jpg,Компјутери и IT Опрема
27,Конфигурација  INTEL GAMER PARALLAX,Шифра: 58237,"32,999 Ден.","31,519 Ден.",-4%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-gamer-parallax-58237,https://setec.mk/image/cache/catalog/Product/58237_0-228x228.jpg,Компјутери и IT Опрема
28,LENOVO ALL-IN-ONE  Ideacentre 3 24IRH9 ( Black ),Шифра: 58912,"33,999 Ден.","31,679 Ден.",-7%,https://setec.mk/компјутери-и-it-опрема/конфигурации?product_id=58912,https://setec.mk/image/cache/catalog/Product/58912_0-228x228.jpg,Компјутери и IT Опрема
29,LENOVO ALL-IN-ONE  Ideacentre 3 24ALC6,Шифра: 56581,"35,999 Ден.","32,669 Ден.",-9%,https://setec.mk/компјутери-и-it-опрема/конфигурации/lenovo-all-in-one-ideacentre-3-24alc656581,https://setec.mk/image/cache/catalog/Product/56581_0-228x228.jpg,Компјутери и IT Опрема
30,Конфигурација  AMD GAMER ELITE,Шифра: 55112,"36,999 Ден.","32,999 Ден.",-11%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-amd-gamer-elite-55112,https://setec.mk/image/cache/catalog/Product/55112_0-228x228.jpg,Компјутери и IT Опрема
31,Конфигурација  INTEL BASIC,Шифра: 52786,"13,999 Ден.","11,999 Ден.",-14%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-basic-52786,https://setec.mk/image/cache/catalog/Product/52786_0-228x228.jpg,Компјутери и IT Опрема
32,Конфигурација AMD CALISTO,Шифра: 55229,"16,999 Ден.","14,999 Ден.",-12%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-amd-calisto-55229,https://setec.mk/image/cache/catalog/Product/55229_0-228x228.jpg,Компјутери и IT Опрема
33,Конфигурација  AMD ATHLON,Шифра: 55306,"17,999 Ден.","15,999 Ден.",-11%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-amd-athlon-55306,https://setec.mk/image/cache/catalog/Product/55306_0-228x228.jpg,Компјутери и IT Опрема
34,Конфигурација  AMD STORM+,Шифра: 53583,"19,999 Ден.","15,999 Ден.",-20%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-amd-storm-53583,https://setec.mk/image/cache/catalog/Product/53583_0-228x228.jpg,Компјутери и IT Опрема
35,Конфигурација  INTEL GAMER GALAXY,Шифра: 52504,"18,999 Ден.","16,829 Ден.",-11%,https://setec.mk/компјутери-и-it-опрема/конфигурации?product_id=52504,https://setec.mk/image/cache/catalog/Product/52504_0-228x228.jpg,Компјутери и IT Опрема
36,Конфигурација  AMD STORM+,Шифра: 54069,"19,999 Ден.","16,999 Ден.",-15%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-amd-storm-54069,https://setec.mk/image/cache/catalog/Product/54069_0-228x228.jpg,Компјутери и IT Опрема
37,Конфигурација  INTEL GAMER GALAXY+,Шифра: 55392,"18,999 Ден.","17,729 Ден.",-7%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-gamer-galaxy-55392,https://setec.mk/image/cache/catalog/Product/55392_0-228x228.jpg,Компјутери и IT Опрема
38,Конфигурација  INTEL GAMER GALAXY PRO,Шифра: 57276,"19,999 Ден.","18,809 Ден.",-6%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-gamer-galaxy-pro-57276,https://setec.mk/image/cache/catalog/Product/57276_0-228x228.jpg,Компјутери и IT Опрема
39,Конфигурација  INTEL GAMER,Шифра: 57474,"22,999 Ден.","21,669 Ден.",-6%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-gamer-57474,https://setec.mk/image/cache/catalog/Product/57474_0-228x228.jpg,Компјутери и IT Опрема
40,ASUS PC ExpertCenter D5 Tower D500TC-3101051770,Шифра: 53223,"27,999 Ден.","21,999 Ден.",-21%,https://setec.mk/компјутери-и-it-опрема/конфигурации/asus-pc-expertcenter-d5-tower-d500tc-3101051770-53223,https://setec.mk/image/cache/catalog/Product/53223_0-228x228.jpg,Компјутери и IT Опрема
41,Конфигурација  INTEL GALAXY EXTREME,Шифра: 56542,"23,999 Ден.","22,659 Ден.",-6%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-galaxy-extreme-56542,https://setec.mk/image/cache/catalog/Product/56542_0-228x228.jpg,Компјутери и IT Опрема
42,"ASUS All-In-One V222GAK-BA023M  21.5""",Шифра: 52807,"27,999 Ден.","22,769 Ден.",-19%,https://setec.mk/компјутери-и-it-опрема/конфигурации/asus-all-in-one-v222gak-ba023m-215-52807,https://setec.mk/image/cache/catalog/Product/52807_0-228x228.jpg,Компјутери и IT Опрема
43,Конфигурација  INTEL GAMER CENTURION,Шифра: 56540,"24,999 Ден.","23,399 Ден.",-6%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-gamer-centurion-56540,https://setec.mk/image/cache/catalog/Product/56540_0-228x228.jpg,Компјутери и IT Опрема
44,Конфигурација  INTEL GAMER CENTURION,Шифра: 58273,"24,999 Ден.","23,639 Ден.",-5%,https://setec.mk/компјутери-и-it-опрема/конфигурации?product_id=58273,https://setec.mk/image/cache/catalog/Product/58273_0-228x228.jpg,Компјутери и IT Опрема
45,"ASUS All-In-One E1600WKAT-UI11B1  /  TouchScreen  15.6""",Шифра: 57113,"25,999 Ден.","23,759 Ден.",-9%,https://setec.mk/компјутери-и-it-опрема/конфигурации/asus-all-in-one-e1600wkat-ui11b1-touchscreen-156-57113,https://setec.mk/image/cache/catalog/Product/57113_0-228x228.jpg,Компјутери и IT Опрема
46,Конфигурација AMD GAMING STARTER,Шифра: 57468,"25,999 Ден.","23,879 Ден.",-8%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-amd-gaming-starter-57468,https://setec.mk/image/cache/catalog/Product/57468_0-228x228.jpg,Компјутери и IT Опрема
47,Конфигурација  INTEL GAMER ANUBIS,Шифра: 58235,"27,999 Ден.","24,879 Ден.",-11%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-gamer-anubis-58235,https://setec.mk/image/cache/catalog/Product/58235_0-228x228.jpg,Компјутери и IT Опрема
48,Конфигурација  INTEL GAMER GLADIATOR+,Шифра: 55391,"27,999 Ден.","24,999 Ден.",-11%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-gamer-gladiator-55391,https://setec.mk/image/cache/catalog/Product/55391_0-228x228.jpg,Компјутери и IT Опрема
49,Конфигурација  INTEL GAMER PRIME,Шифра: 53203,"29,999 Ден.","26,869 Ден.",-10%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-gamer-prime-53203,https://setec.mk/image/cache/catalog/Product/53203_0-228x228.jpg,Компјутери и IT Опрема
50,Конфигурација  INTEL GAMER LITE,Шифра: 58209,"29,999 Ден.","26,999 Ден.",-10%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-gamer-lite-58209,https://setec.mk/image/cache/catalog/Product/58209_0-228x228.jpg,Компјутери и IT Опрема
51,Конфигурација  INTEL GAMER OBERON,Шифра: 57352,"29,999 Ден.","27,579 Ден.",-8%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-gamer-oberon-57352,https://setec.mk/image/cache/catalog/Product/57352_0-228x228.jpg,Компјутери и IT Опрема
52,ASUS PC ExpertCenter D5  Mini tower D500MD-CZ-UI31B0X,Шифра: 56748,"29,999 Ден.","28,569 Ден.",-5%,https://setec.mk/компјутери-и-it-опрема/конфигурации/asus-pc-expertcenter-d5-mini-tower-d500md-cz-ui31b0x-56748,https://setec.mk/image/cache/catalog/Product/56748_0-228x228.jpg,Компјутери и IT Опрема
53,LENOVO ALL-IN-ONE  Ideacentre 3 24ITL6 ( Black ),Шифра: 53779,"31,999 Ден.","28,859 Ден.",-10%,https://setec.mk/компјутери-и-it-опрема/конфигурации/lenovo-all-in-one-ideacentre-3-24itl6-black-53779,https://setec.mk/image/cache/catalog/Product/53779_0-228x228.jpg,Компјутери и IT Опрема
54,Конфигурација  INTEL GAMER PORTOS,Шифра: 57350,"32,999 Ден.","29,849 Ден.",-10%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-gamer-portos-57350,https://setec.mk/image/cache/catalog/Product/57350_0-228x228.jpg,Компјутери и IT Опрема
55,HP Pavilion  GAMING Desktop PC  TG01-1010nh,Шифра: 52086,"34,999 Ден.","29,999 Ден.",-14%,https://setec.mk/компјутери-и-it-опрема/конфигурации/hp-pavilion-gaming-desktop-pc -tg01-1010nh52086,https://setec.mk/image/cache/catalog/Product/52086_0-228x228.jpg,Компјутери и IT Опрема
56,DELL Optiplex 3090 SFF,Шифра: 81357,"34,999 Ден.","30,999 Ден.",-11%,https://setec.mk/компјутери-и-it-опрема/конфигурации/dell-optiplex-3090-sff81357,https://setec.mk/image/cache/catalog/Product/81357_0-228x228.jpg,Компјутери и IT Опрема
57,ASUS PC ExpertCenter D5  Mini tower D500SD-CZ-NN51C0,Шифра: 56749,"32,999 Ден.","31,519 Ден.",-4%,https://setec.mk/компјутери-и-it-опрема/конфигурации/asus-pc-expertcenter-d5-mini-tower-d500sd-cz-nn51c0-56749,https://setec.mk/image/cache/catalog/Product/56749_0-228x228.jpg,Компјутери и IT Опрема
58,Конфигурација  INTEL GAMER PARALLAX,Шифра: 58237,"32,999 Ден.","31,519 Ден.",-4%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-intel-gamer-parallax-58237,https://setec.mk/image/cache/catalog/Product/58237_0-228x228.jpg,Компјутери и IT Опрема
59,LENOVO ALL-IN-ONE  Ideacentre 3 24IRH9 ( Black ),Шифра: 58912,"33,999 Ден.","31,679 Ден.",-7%,https://setec.mk/компјутери-и-it-опрема/конфигурации?product_id=58912,https://setec.mk/image/cache/catalog/Product/58912_0-228x228.jpg,Компјутери и IT Опрема
60,LENOVO ALL-IN-ONE  Ideacentre 3 24ALC6,Шифра: 56581,"35,999 Ден.","32,669 Ден.",-9%,https://setec.mk/компјутери-и-it-опрема/конфигурации/lenovo-all-in-one-ideacentre-3-24alc656581,https://setec.mk/image/cache/catalog/Product/56581_0-228x228.jpg,Компјутери и IT Опрема
61,Конфигурација  AMD GAMER ELITE,Шифра: 55112,"36,999 Ден.","32,999 Ден.",-11%,https://setec.mk/компјутери-и-it-опрема/конфигурации/конфигурација-amd-gamer-elite-55112,https://setec.mk/image/cache/catalog/Product/55112_0-228x228.jpg,Компјутери и IT Опрема
62,ESTILLO Mouse Pad,Шифра: 23787,79 Ден.,59 Ден.,-25%,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/estillo-mouse-pad23787,https://setec.mk/image/cache/catalog/Product/23787_0-228x228.jpg,Компјутери и IT Опрема
63,18.01.2040-50 Mouse Pad,Шифра: 15518,89 Ден.,89 Ден.,,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/18012040-50-mouse-pad15518,https://setec.mk/image/cache/catalog/Product/15518_0-228x228.jpg,Компјутери и IT Опрема
64,18.01.2041-50 Mouse Pad,Шифра: 15519,89 Ден.,89 Ден.,,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/18012041-50-mouse-pad15519,https://setec.mk/image/cache/catalog/Product/15519_0-228x228.jpg,Компјутери и IT Опрема
65,ESTILLO Mouse Pad Landscape pictures,Шифра: 23786,99 Ден.,89 Ден.,-10%,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/estillo-mouse-pad-landscape-pictures23786,https://setec.mk/image/cache/catalog/Product/23786_0-228x228.jpg,Компјутери и IT Опрема
66,Meetion Mouse M360 Black,Шифра: 16098,99 Ден.,99 Ден.,,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/meetion-mouse-m360-black16098,https://setec.mk/image/cache/catalog/Product/16098_0-228x228.jpg,Компјутери и IT Опрема
67,ST LK-143,Шифра: 15875,249 Ден.,99 Ден.,-60%,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/st-lk-14315875,https://setec.mk/image/cache/catalog/Product/15875_0-228x228.jpg,Компјутери и IT Опрема
68,X5TECH Mouse Pad Cloth Pad-10,Шифра: 23449,99 Ден.,99 Ден.,,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/x5tech-mouse-pad-cloth-pad-1023449,https://setec.mk/image/cache/catalog/Product/23449_0-228x228.jpg,Компјутери и IT Опрема
69,LOGIC Optical Mouse LM-11,Шифра: 15756,130 Ден.,129 Ден.,-1%,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/logic-optical-mouse-lm-1115756,https://setec.mk/image/cache/catalog/Product/15756_0-228x228.jpg,Компјутери и IT Опрема
70,ST K-132 (B),Шифра: 15867,139 Ден.,129 Ден.,-7%,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/st-k-132-b15867,https://setec.mk/image/cache/catalog/Product/15867_0-228x228.jpg,Компјутери и IT Опрема
71,Meetion PD005 Mouse pad,Шифра: 17645,199 Ден.,139 Ден.,-30%,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија?product_id=17645,https://setec.mk/image/cache/catalog/Product/17645_0-228x228.jpg,Компјутери и IT Опрема
72,Gembird Wired optical mouse,Шифра: 17590,149 Ден.,149 Ден.,,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија?product_id=17590,https://setec.mk/image/cache/catalog/Product/17590_0-228x228.jpg,Компјутери и IT Опрема
73,X5TECH Optical Mouse XM-X06,Шифра: 15719,159 Ден.,149 Ден.,-6%,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/x5tech-optical-mouse-xm-x0615719,https://setec.mk/image/cache/catalog/Product/15719_0-228x228.jpg,Компјутери и IT Опрема
74,Gembird Wired optical mouse,Шифра: 17591,159 Ден.,159 Ден.,,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија?product_id=17591,https://setec.mk/image/cache/catalog/Product/17591_0-228x228.jpg,Компјутери и IT Опрема
75,Gembird Wired optical mouse,Шифра: 17592,159 Ден.,159 Ден.,,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија?product_id=17592,https://setec.mk/image/cache/catalog/Product/17592_0-228x228.jpg,Компјутери и IT Опрема
76,LOGIC Optical Mouse LM-12,Шифра: 15782,180 Ден.,179 Ден.,-1%,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/logic-optical-mouse-lm-1215782,https://setec.mk/image/cache/catalog/Product/15782_0-228x228.jpg,Компјутери и IT Опрема
77,Delux DLM-136BU (W&G) Wired Optical Mouse,Шифра: 15906,,,,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/delux-dlm-136bu-wg-wired-optical-mouse15906,https://setec.mk/image/cache/catalog/Product/15906_0-228x228.jpg,Компјутери и IT Опрема
78,Delux DLM-136BU (W) Wired Optical Mouse,Шифра: 15905,,,,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/delux-dlm-136bu-w-wired-optical-mouse15905,https://setec.mk/image/cache/catalog/Product/15905_0-228x228.jpg,Компјутери и IT Опрема
79,Modecom Optical Mouse MC-M9,Шифра: 15785,219 Ден.,189 Ден.,-14%,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/modecom-optical-mouse-mc-m915785,https://setec.mk/image/cache/catalog/Product/15785_0-228x228.jpg,Компјутери и IT Опрема
80,CoolerMaster Mouse Grip Tape for MM710,Шифра: 15999,249 Ден.,199 Ден.,-20%,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/coolermaster-mouse-grip-tape-for-mm71015999,https://setec.mk/image/cache/catalog/Product/15999_0-228x228.jpg,Компјутери и IT Опрема
81,Genius Micro Traveler V2,Шифра: 15748,,,,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/genius-micro-traveler-v215748,https://setec.mk/image/cache/catalog/Product/15748_0-228x228.jpg,Компјутери и IT Опрема
82,Genius Micro Traveler V2,Шифра: 15749,,,,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/genius-micro-traveler-v215749,https://setec.mk/image/cache/catalog/Product/15749_0-228x228.jpg,Компјутери и IT Опрема
83,Meetion Mouse R560 Black 2.4G Wireless,Шифра: 16086,199 Ден.,199 Ден.,,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/meetion-mouse-r560-black-24g-wireless16086,https://setec.mk/image/cache/catalog/Product/16086_0-228x228.jpg,Компјутери и IT Опрема
84,Meetion PD015 Mouse pad,Шифра: 17458,199 Ден.,199 Ден.,,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/meetion-pd015-mouse-pad17458,https://setec.mk/image/cache/catalog/Product/17458_0-228x228.jpg,Компјутери и IT Опрема
85,"19.04.5065-30 5.25"" Disk-Holder for 10 CD / DVD",Шифра: 14130,210 Ден.,209 Ден.,-0%,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/19045065-30-525-disk-holder-for-10-cd-dvd14130,https://setec.mk/image/cache/catalog/Product/14130_0-228x228.jpg,Компјутери и IT Опрема
86,Power Box Aluminum HDD Caddy 9.5,Шифра: 10834,,,,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/power-box-aluminum-hdd-caddy-9510834,https://setec.mk/image/cache/catalog/Product/10834_0-228x228.jpg,Компјутери и IT Опрема
87,Gembird Gaming mouse pad PRO,Шифра: 17617,229 Ден.,219 Ден.,-4%,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија?product_id=17617,https://setec.mk/image/cache/catalog/Product/17617_0-228x228.jpg,Компјутери и IT Опрема
88,LOGIC Wired Mouse LM 31,Шифра: 15949,249 Ден.,219 Ден.,-12%,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/logic-wired-mouse-lm-3115949,https://setec.mk/image/cache/catalog/Product/15949_0-228x228.jpg,Компјутери и IT Опрема
89,Modecom Optical Mouse MC-M4,Шифра: 15755,229 Ден.,219 Ден.,-4%,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/modecom-optical-mouse-mc-m415755,https://setec.mk/image/cache/catalog/Product/15755_0-228x228.jpg,Компјутери и IT Опрема
90,Power Box Aluminum HDD Caddy 12,Шифра: 10835,,,,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/power-box-aluminum-hdd-caddy-1210835,https://setec.mk/image/cache/catalog/Product/10835_0-228x228.jpg,Компјутери и IT Опрема
91,Delux DLM-391BU 3D Wired Optical Mouse,Шифра: 15563,229 Ден.,229 Ден.,,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/delux-dlm-391bu-3d-wired-optical-mouse15563,https://setec.mk/image/cache/catalog/Product/15563_0-228x228.jpg,Компјутери и IT Опрема
92,Gembird Wireless optical mouse,Шифра: 17596,249 Ден.,229 Ден.,-8%,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија?product_id=17596,https://setec.mk/image/cache/catalog/Product/17596_0-228x228.jpg,Компјутери и IT Опрема
93,Gembird Standard keyboard,Шифра: 58824,269 Ден.,249 Ден.,-7%,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/тастатури?product_id=58824,https://setec.mk/image/cache/catalog/Product/58824_0-228x228.jpg,Компјутери и IT Опрема
94,Meetion K200 USB Keyboard US,Шифра: 16375,249 Ден.,249 Ден.,,https://setec.mk/компјутери-и-it-опрема/компјутерска-галантерија/тастатури/meetion-k200-usb-keyboard-us16375,https://setec.mk/image/cache/catalog/Product/16375_0-228x228.jpg,Компјутери и IT Опрема
