date,open,high,low,close,volume
1997-10-28,0.1958,0.25,0.1937,0.2474,234384000
1997-10-29,0.25730000000000003,0.275,0.25,0.2695,142536000
1997-10-30,0.2604,0.2677,0.2521,0.2562,95400000
1997-10-31,0.2682,0.2729,0.2484,0.2542,100536000
1997-11-03,0.2609,0.2609,0.2474,0.2536,39984000
1997-11-04,0.25,0.2526,0.2411,0.2479,47304000
1997-11-05,0.249,0.256,0.2438,0.2438,61872000
1997-11-06,0.2458,0.2458,0.2318,0.2331,58272000
1997-11-07,0.2208,0.232,0.2193,0.224,52536000
1997-11-10,0.225,0.2281,0.2104,0.2104,55296000
1997-11-11,0.2122,0.2156,0.1958,0.1974,86256000
1997-11-12,0.1888,0.2094,0.1833,0.1885,173664000
1997-11-13,0.1974,0.1984,0.1885,0.193,85800000
1997-11-14,0.1969,0.2104,0.1891,0.2083,117384000
1997-11-17,0.2115,0.2271,0.2109,0.2188,147888000
1997-11-18,0.2188,0.224,0.2172,0.2208,37320000
1997-11-19,0.2203,0.226,0.2156,0.2255,50688000
1997-11-20,0.2286,0.2302,0.2255,0.2292,118464000
1997-11-21,0.2276,0.2292,0.2245,0.2245,52056000
1997-11-24,0.2188,0.2208,0.2115,0.2115,40392000
1997-11-25,0.212,0.2167,0.2021,0.2102,66096000
1997-11-26,0.212,0.2206,0.212,0.213,32616000
1997-11-28,0.2135,0.2167,0.2057,0.2062,32064000
1997-12-01,0.212,0.2188,0.2068,0.2135,47664000
1997-12-02,0.213,0.2151,0.2089,0.2117,25248000
1997-12-03,0.2099,0.2188,0.2094,0.2182,25800000
1997-12-04,0.2201,0.2276,0.2193,0.225,60768000
1997-12-05,0.2219,0.2297,0.2177,0.2297,53232000
1997-12-08,0.2271,0.2385,0.226,0.2354,95328000
1997-12-09,0.2333,0.2385,0.2302,0.2344,26640000
1997-12-10,0.2292,0.2313,0.2198,0.2255,28896000
1997-12-11,0.2198,0.2417,0.2198,0.2344,100296000
1997-12-12,0.2323,0.2401,0.2203,0.2271,53448000
1997-12-15,0.2292,0.2333,0.2203,0.2292,33888000
1997-12-16,0.2323,0.2323,0.2229,0.2229,33744000
1997-12-17,0.2188,0.2229,0.2128,0.2195,122808000
1997-12-18,0.2177,0.2214,0.2115,0.2146,64080000
1997-12-19,0.2115,0.226,0.2083,0.225,95064000
1997-12-22,0.225,0.2391,0.2216,0.2349,87048000
1997-12-23,0.2344,0.237,0.2313,0.2313,23544000
1997-12-24,0.2313,0.2354,0.2234,0.2302,46728000
1997-12-26,0.2281,0.2323,0.2245,0.226,9744000
1997-12-29,0.2292,0.2391,0.2266,0.2375,51048000
1997-12-30,0.2417,0.2453,0.2391,0.2424,125712000
1997-12-31,0.2438,0.2521,0.2422,0.251,88920000
1998-01-02,0.25,0.25,0.2398,0.2479,33216000
1998-01-05,0.2443,0.2469,0.2354,0.2375,71808000
1998-01-06,0.2349,0.2438,0.2333,0.2419,83496000
1998-01-07,0.2417,0.2417,0.2346,0.2391,54504000
1998-01-08,0.2349,0.2352,0.2266,0.2307,120312000
1998-01-09,0.2333,0.2333,0.2115,0.213,132864000
1998-01-12,0.2083,0.2193,0.2073,0.2151,148032000
1998-01-13,0.2172,0.2333,0.2161,0.2323,146424000
1998-01-14,0.2328,0.2438,0.2313,0.2438,170112000
1998-01-15,0.2396,0.2505,0.2396,0.2477,120288000
1998-01-16,0.2479,0.249,0.2385,0.2396,51264000
1998-01-20,0.2411,0.2505,0.2406,0.2477,109344000
1998-01-21,0.2469,0.2583,0.2438,0.2536,174768000
1998-01-22,0.2536,0.2635,0.251,0.2568,189432000
1998-01-23,0.2672,0.2672,0.2469,0.2469,182376000
1998-01-26,0.249,0.2495,0.237,0.2406,94248000
1998-01-27,0.2409,0.2432,0.2333,0.2375,82080000
1998-01-28,0.2375,0.2417,0.2313,0.2385,105864000
1998-01-29,0.2396,0.2495,0.2391,0.2479,96720000
1998-01-30,0.25,0.2531,0.2443,0.2458,74448000
1998-02-02,0.2474,0.2604,0.2469,0.2599,138264000
1998-02-03,0.2594,0.2625,0.2547,0.2576,88584000
1998-02-04,0.2531,0.2594,0.2526,0.2531,24696000
1998-02-05,0.2557,0.2557,0.2438,0.2469,116640000
1998-02-06,0.2464,0.251,0.2438,0.2453,42456000
1998-02-09,0.2458,0.2479,0.2385,0.2427,52536000
1998-02-10,0.2438,0.2659,0.2417,0.2651,245928000
1998-02-11,0.2646,0.2732,0.2641,0.2646,129480000
1998-02-12,0.2635,0.2651,0.2594,0.263,60720000
1998-02-13,0.2625,0.2635,0.25730000000000003,0.2594,168408000
1998-02-17,0.2609,0.2609,0.2536,0.25730000000000003,47520000
1998-02-18,0.25730000000000003,0.25730000000000003,0.2526,0.2536,59424000
1998-02-19,0.2555,0.2646,0.2542,0.2615,88728000
1998-02-20,0.2615,0.2646,0.2557,0.2635,54072000
1998-02-23,0.2646,0.27080000000000004,0.2604,0.2703,79560000
1998-02-24,0.27080000000000004,0.2839,0.2677,0.2703,278904000
1998-02-25,0.2734,0.2771,0.263,0.2745,134904000
1998-02-26,0.2732,0.3042,0.2719,0.3031,307464000
1998-02-27,0.301,0.33180000000000004,0.2992,0.32080000000000003,494136000
1998-03-02,0.3161,0.3219,0.3125,0.31770000000000004,219144000
1998-03-03,0.3146,0.3156,0.2979,0.29900000000000004,160320000
1998-03-04,0.3,0.3094,0.2917,0.306,146280000
1998-03-05,0.29900000000000004,0.3258,0.2969,0.3125,240024000
1998-03-06,0.3151,0.32080000000000003,0.3073,0.3198,117744000
1998-03-09,0.3203,0.35729999999999995,0.3198,0.3479,461112000
1998-03-10,0.3562,0.3677,0.3453,0.3463,495000000
1998-03-11,0.3417,0.3438,0.326,0.33180000000000004,246984000
1998-03-12,0.3281,0.33799999999999997,0.3214,0.3271,195984000
1998-03-13,0.33180000000000004,0.337,0.324,0.3279,130464000
1998-03-16,0.3315,0.3365,0.3292,0.3292,66240000
1998-03-17,0.3323,0.3344,0.3245,0.3328,62016000
1998-03-18,0.3302,0.35729999999999995,0.3302,0.3555,273192000
1998-03-19,0.3557,0.3646,0.34900000000000003,0.35,242304000
1998-03-20,0.35,0.3536,0.3464,0.35,128256000
1998-03-23,0.3482,0.3531,0.3448,0.3492,60096000
1998-03-24,0.3438,0.3615,0.3438,0.35100000000000003,113616000
1998-03-25,0.3542,0.35729999999999995,0.3375,0.3404,225792000
1998-03-26,0.3406,0.34900000000000003,0.3313,0.3448,157560000
1998-03-27,0.35100000000000003,0.363,0.3448,0.3542,152928000
1998-03-30,0.3578,0.3646,0.3547,0.3578,110016000
1998-03-31,0.3557,0.3604,0.34900000000000003,0.3564,131304000
1998-04-01,0.3552,0.3766,0.3501,0.3755,289032000
1998-04-02,0.3797,0.4031,0.374,0.3961,332856000
1998-04-03,0.401,0.4016,0.3844,0.3875,233880000
1998-04-06,0.3927,0.3948,0.3677,0.3693,220488000
1998-04-07,0.3625,0.3635,0.3531,0.3583,232680000
1998-04-08,0.3599,0.374,0.3562,0.3693,226296000
1998-04-09,0.3849,0.4,0.3818,0.3969,320688000
1998-04-13,0.3953,0.401,0.3833,0.393,219600000
1998-04-14,0.3911,0.4161,0.3885,0.4049,326472000
1998-04-15,0.4083,0.4167,0.3938,0.4005,223848000
1998-04-16,0.4005,0.4138,0.3883,0.4104,324888000
1998-04-17,0.3992,0.4052,0.3938,0.3953,140712000
1998-04-20,0.3974,0.4146,0.3906,0.3927,179592000
1998-04-21,0.3969,0.3974,0.3797,0.3878,167088000
1998-04-22,0.3885,0.3901,0.3625,0.3635,226032000
1998-04-23,0.3625,0.3625,0.3354,0.3375,245064000
1998-04-24,0.3417,0.3656,0.3396,0.3536,335712000
1998-04-27,0.34740000000000004,0.3526,0.3214,0.3448,377712000
1998-04-28,0.387,0.4146,0.3711,0.3984,1391880000
1998-04-29,0.4052,0.4109,0.3901,0.3979,633144000
1998-04-30,0.4063,0.4083,0.3771,0.3823,449712000
1998-05-01,0.3865,0.3964,0.3771,0.3938,186144000
1998-05-04,0.3958,0.3995,0.3891,0.3969,154704000
1998-05-05,0.3917,0.3979,0.38799999999999996,0.3905,119976000
1998-05-06,0.3917,0.3917,0.3755,0.3766,148776000
1998-05-07,0.3792,0.3875,0.3677,0.3792,277752000
1998-05-08,0.3802,0.3865,0.3729,0.3849,95856000
1998-05-11,0.3872,0.3875,0.3604,0.36200000000000004,227448000
1998-05-12,0.3656,0.3831,0.3609,0.3807,232728000
1998-05-13,0.3771,0.3917,0.374,0.387,278880000
1998-05-14,0.3833,0.3943,0.3792,0.3815,172008000
1998-05-15,0.3828,0.3854,0.3729,0.3734,92568000
1998-05-18,0.375,0.3776,0.3615,0.3669,132360000
1998-05-19,0.3734,0.3776,0.3719,0.3766,68472000
1998-05-20,0.3766,0.3812,0.3677,0.3693,80976000
1998-05-21,0.3729,0.375,0.3638,0.3698,68064000
1998-05-22,0.3682,0.3693,0.3562,0.3583,117240000
1998-05-26,0.3586,0.36200000000000004,0.337,0.3411,217680000
1998-05-27,0.33490000000000003,0.3641,0.3323,0.3609,464688000
1998-05-28,0.3635,0.3656,0.3552,0.35810000000000003,188256000
1998-05-29,0.3578,0.3708,0.3562,0.3672,172824000
1998-06-01,0.3667,0.3688,0.3471,0.3568,160872000
1998-06-02,0.3635,0.3708,0.3458,0.3641,164028000
1998-06-03,0.374,0.3771,0.35,0.3521,131628000
1998-06-04,0.3578,0.3661,0.3438,0.3656,99912000
1998-06-05,0.3646,0.3698,0.3594,0.3688,68544000
1998-06-08,0.3651,0.3859,0.3625,0.3854,109260000
1998-06-09,0.387,0.4323,0.3854,0.4271,388728000
1998-06-10,0.4302,0.4688,0.425,0.451,485700000
1998-06-11,0.4604,0.5219,0.4583,0.5208,717024000
1998-06-12,0.5292,0.5292,0.4854,0.5083,433116000
1998-06-15,0.4958,0.5708,0.4927,0.5479,674028000
1998-06-16,0.5562,0.6145999999999999,0.5542,0.6135,783348000
1998-06-17,0.6323000000000001,0.6766,0.6281,0.6583,805308000
1998-06-18,0.675,0.6875,0.5979,0.601,632796000
1998-06-19,0.5922,0.6354000000000001,0.5667,0.6318,733572000
1998-06-22,0.6229,0.6865,0.6021,0.6781,726360000
1998-06-23,0.6755,0.7729,0.6708,0.7724,749268000
1998-06-24,0.7917000000000001,0.8395999999999999,0.7426999999999999,0.8318,1174092000
1998-06-25,0.8332999999999999,0.8729,0.8,0.8255,1089300000
1998-06-26,0.8125,0.8354,0.7813,0.7854,622992000
1998-06-29,0.7896,0.8301999999999999,0.7896,0.8229000000000001,490152000
1998-06-30,0.8150999999999999,0.8458,0.8062,0.8313,437544000
1998-07-01,0.8484,0.9542,0.8395999999999999,0.951,565092000
1998-07-02,0.9646,1.0457999999999998,0.9375,1.0333,1045596000
1998-07-06,1.0615,1.1728999999999998,1.0457999999999998,1.1625,937668000
1998-07-07,1.1917,1.1979,1.0083,1.0177,945036000
1998-07-08,0.9323,0.9917,0.8531,0.8926999999999999,1166232000
1998-07-09,0.9219,0.9708,0.875,0.8792,589860000
1998-07-10,0.8583,0.8823,0.8177,0.8292,499644000
1998-07-13,0.8042,0.9,0.7854,0.8969,384960000
1998-07-14,0.9042,0.9646,0.8917,0.9583,507168000
1998-07-15,0.9667,0.9781,0.9146,0.9375,352200000
1998-07-16,0.9453,0.9583,0.9042,0.9448,279984000
1998-07-17,0.9365,1.0042,0.9323,0.9984,356520000
1998-07-20,1.0094,1.1677,0.9979,1.1458000000000002,718500000
1998-07-21,1.1437,1.225,1.0667,1.1005,946560000
1998-07-22,1.1166999999999998,1.1656000000000002,1.0875,1.1166999999999998,559488000
1998-07-23,1.0833000000000002,1.1542,1.0583,1.0635,556212000
1998-07-24,1.0771000000000002,1.0958,0.975,1.0354,579480000
1998-07-27,0.9927,1.0615,0.9635,1.0464,576612000
1998-07-28,1.037,1.05,0.9833,0.9911,414936000
1998-07-29,1.0042,1.0125,0.8957999999999999,0.8984000000000001,392892000
1998-07-30,0.9312,0.9583,0.8792,0.9479,635484000
1998-07-31,0.9542,0.9594,0.9094,0.924,268812000
1998-08-03,0.9146,0.9292,0.8938,0.9021,258264000
1998-08-04,0.9177,0.951,0.9009999999999999,0.9156,561300000
1998-08-05,0.9401,0.9427,0.8332999999999999,0.8849,461208000
1998-08-06,0.8698,0.9375,0.8589,0.9125,372072000
1998-08-07,0.9271,0.9906,0.9115,0.9667,468660000
1998-08-10,0.975,1.0156,0.9583,1.0135,370320000
1998-08-11,0.9625,1.0573,0.9604,1.0333,563172000
1998-08-12,1.0562,1.0958,1.0339,1.0865,402816000
1998-08-13,1.0885,1.125,1.0583,1.0625,492588000
1998-08-14,1.0891,1.0896,1.0021,1.0229,388200000
1998-08-17,1.0063,1.0266,0.9875,0.9974,292356000
1998-08-18,1.0099,1.0759999999999998,0.9927,1.0723999999999998,360012000
1998-08-19,1.0938,1.1146,1.0583,1.0729,385632000
1998-08-20,1.0521,1.0812,1.0457999999999998,1.0759999999999998,317724000
1998-08-21,1.0604,1.0857,1.0271,1.0807,302724000
1998-08-24,1.0854,1.125,1.0843999999999998,1.1229,278988000
1998-08-25,1.1453,1.1458000000000002,1.0896,1.0968999999999998,287028000
1998-08-26,1.0812,1.0854,1.0568,1.0604,327816000
1998-08-27,1.0365,1.0417,0.9917,0.9917,320544000
1998-08-28,0.9979,1.0073,0.8604,0.8824000000000001,780720000
1998-08-31,0.8786,0.8969,0.6927,0.6979000000000001,820008000
1998-09-01,0.6344,0.7219,0.5417000000000001,0.6663,1349016000
1998-09-02,0.6927,0.8,0.6832999999999999,0.7323000000000001,946572000
1998-09-03,0.6969,0.7521,0.6729,0.7156,509424000
1998-09-04,0.7224,0.75,0.6832999999999999,0.7188,356244000
1998-09-08,0.7833,0.7896,0.75,0.7688,438732000
1998-09-09,0.7457999999999999,0.7698,0.6948000000000001,0.7042,357924000
1998-09-10,0.6615,0.6708,0.6271,0.6635,639396000
1998-09-11,0.6531,0.6739999999999999,0.6125,0.6339,472248000
1998-09-14,0.6698000000000001,0.6708,0.6125,0.6141,301200000
1998-09-15,0.5901,0.6229,0.5864999999999999,0.6083,344568000
1998-09-16,0.6187,0.7161,0.5958,0.7042,782376000
1998-09-17,0.6703,0.6958,0.6375,0.6417,849156000
1998-09-18,0.6479,0.6766,0.6474,0.6640999999999999,334848000
1998-09-21,0.6333,0.7240000000000001,0.6333,0.7125,475344000
1998-09-22,0.7354,0.7625,0.7302,0.7349,606108000
1998-09-23,0.7568,0.8792,0.75,0.8759999999999999,911676000
1998-09-24,0.8926999999999999,0.9740000000000001,0.8458,0.851,1022484000
1998-09-25,0.8208,0.9219,0.8208,0.9104,731976000
1998-09-28,0.9698,1.0,0.9323,0.9635,772092000
1998-09-29,0.9771,0.9964,0.9292,0.9427,766716000
1998-09-30,0.9292,0.9625,0.9068,0.9302,588612000
1998-10-01,0.9,0.925,0.8332999999999999,0.8552,687840000
1998-10-02,0.8775999999999999,0.9323,0.8417,0.9187,689916000
1998-10-05,0.9073,0.925,0.8417,0.8725,489924000
1998-10-06,0.9292,0.9354,0.8667,0.9026,563436000
1998-10-07,0.8552,0.8729,0.7604000000000001,0.7786,856680000
1998-10-08,0.6906,0.7333,0.6667000000000001,0.7182,607692000
1998-10-09,0.7521,0.7656,0.6979000000000001,0.7599,414540000
1998-10-12,0.8094,0.8417,0.775,0.7766,436344000
1998-10-13,0.7651,0.7948000000000001,0.7552,0.7615,213708000
1998-10-14,0.7589,0.8135,0.7479,0.7792,311808000
1998-10-15,0.7854,0.8156,0.7707999999999999,0.8089,339420000
1998-10-16,0.8219,0.8494999999999999,0.8082999999999999,0.8286,428100000
1998-10-19,0.825,0.8906,0.825,0.8813,333624000
1998-10-20,0.9063,0.9375,0.8885000000000001,0.8896,383352000
1998-10-21,0.912,0.9187,0.8802,0.9167,252360000
1998-10-22,0.8969,0.9823,0.8948,0.9557,533904000
1998-10-23,0.9542,0.9859,0.951,0.9677,272496000
1998-10-26,0.9927,1.0156,0.9729,1.012,390336000
1998-10-27,1.0344,1.05,0.9672,0.9693,403284000
1998-10-28,0.9745,0.9958,0.9521,0.9755,397836000
1998-10-29,1.0109,1.0604,0.9917,1.0542,658644000
1998-10-30,1.0552,1.0818,1.0385,1.0536,423648000
1998-11-02,1.0677,1.0953,1.0375,1.0917,629880000
1998-11-03,1.0927,1.1089,1.0479,1.0505,367764000
1998-11-04,1.0948,1.1,1.0552,1.0818,407664000
1998-11-05,1.0640999999999998,1.0843999999999998,1.0521,1.0708,294648000
1998-11-06,1.05,1.0688,1.0333,1.038,377880000
1998-11-09,1.0156,1.062,1.0063,1.0573,436872000
1998-11-10,1.0688,1.1666999999999998,1.0677,1.0979,687516000
1998-11-11,1.1135,1.1187,1.0438,1.0552,329268000
1998-11-12,1.0457999999999998,1.1073,1.0417,1.0917,239496000
1998-11-13,1.0995,1.1125,1.0477,1.0646,178812000
1998-11-16,1.0708,1.0823,1.0292,1.0521,237948000
1998-11-17,1.0781,1.2854,1.0708,1.2375,1222836000
1998-11-18,1.2635,1.4219,1.2625,1.3666999999999998,1182672000
1998-11-19,1.425,1.4625,1.275,1.2771,777912000
1998-11-20,1.4583000000000002,1.5146000000000002,1.375,1.5052,1338252000
1998-11-23,1.5906,1.8208,1.5505,1.8167,1355628000
1998-11-24,1.8667,1.9427,1.7083000000000002,1.7875,1633512000
1998-11-25,1.8042,1.8625,1.7083000000000002,1.7526000000000002,550452000
1998-11-27,1.8104,1.8167,1.775,1.8052,191736000
1998-11-30,1.8302,1.8354,1.5979,1.6,595044000
1998-12-01,1.5458,1.7478999999999998,1.5167,1.7458,943092000
1998-12-02,1.7245,1.7291999999999998,1.6464,1.6625,592980000
1998-12-03,1.6593999999999998,1.7042,1.5416999999999998,1.5792,436728000
1998-12-04,1.6292,1.6417,1.5208000000000002,1.5708,445152000
1998-12-07,1.6083,1.6166999999999998,1.5427,1.5917,315480000
1998-12-08,1.5802,1.7156,1.5708,1.7005,510996000
1998-12-09,1.7115,1.8693,1.6833,1.8021,930132000
1998-12-10,1.8135,1.8667,1.7469,1.776,607236000
1998-12-11,1.7505,1.8667,1.75,1.8583,509352000
1998-12-14,1.8427,1.9167,1.8167,1.8521,775020000
1998-12-15,1.8917,2.025,1.8792,2.0229,760308000
1998-12-16,2.1594,2.5146,2.1583,2.4083,2035944000
1998-12-17,2.2,2.4292,2.1714,2.3063,1352700000
1998-12-18,2.3583,2.4083,2.3156,2.3891,459036000
1998-12-21,2.5292000000000003,2.6813,2.5,2.6563,667680000
1998-12-22,2.7245,2.7417,2.5719,2.6865,635208000
1998-12-23,2.7333,2.75,2.6594,2.7083,291276000
1998-12-24,2.6854,2.725,2.6583,2.7068,108276000
1998-12-28,2.7583,3.0156,2.7083,2.9328,597972000
1998-12-29,2.9167,2.9177,2.7375,2.7693,492156000
1998-12-30,2.775,2.8604,2.5323,2.6771000000000003,651672000
1998-12-31,2.6437000000000004,2.7583,2.6344,2.6771000000000003,365964000
1999-01-04,2.7307,2.9667000000000003,2.6656,2.9578,785844000
1999-01-05,2.7391,3.2438,2.6625,3.1125000000000003,1257464000
1999-01-06,3.4094,3.5094000000000003,3.35,3.45,723532000
1999-01-07,3.4281,4.0062,3.325,3.9719,945492000
1999-01-08,4.6062,4.9781,3.8,4.0062,1333244000
1999-01-11,4.6000000000000005,4.625,4.1906,4.6156,778460000
1999-01-12,4.5125,4.55,3.975,4.0844000000000005,488864000
1999-01-13,3.125,4.0875,3.125,3.7,597528000
1999-01-14,3.75,3.981300000000001,3.4000000000000004,3.45,418248000
1999-01-15,3.5,3.7516,3.4406,3.5094000000000003,402652000
1999-01-19,3.7625,3.7625,3.4063000000000003,3.4953000000000003,228108000
1999-01-20,3.3766,3.4250000000000003,2.7438,2.825,610704000
1999-01-21,2.6125000000000003,2.7594000000000003,2.3141,2.6500000000000004,940964000
1999-01-22,2.4875000000000003,3.1469000000000005,2.4688,3.075,875316000
1999-01-25,3.0375,3.0844000000000005,2.75,2.8094,546476000
1999-01-26,2.8156,3.0313,2.7656,2.8773,490696000
1999-01-27,3.3531,3.4938,3.0,3.1406,700452000
1999-01-28,3.1609000000000003,3.2188000000000003,3.0062,3.0719000000000003,475012000
1999-01-29,3.0406,3.0406,2.875,2.9234000000000004,327920000
1999-02-01,2.9437,3.0578000000000003,2.875,2.8969000000000005,255620000
1999-02-02,2.9094,2.9109000000000003,2.7125000000000004,2.7562,260972000
